source_sentence,target_sentence
Warm and pressurized regions in the Moon's interior might still contain liquid water.,ⵉⵖ ⴰⴷ ⵇⵉⵎⵉⵏ ⵡⴰⵏⵙⵉⵡⵏ ⵉⵔⵖⴰⵏ ⴷ ⵜⵉⵏⵏⴰ ⵉⵜⵢⴰⴽⵍⵏ ⴳ ⵓⴳⵏⵙⵓ ⵏ ⵡⴰⵢⵢⵓⵔ ⴷⵉⴽⵙ ⴰⵎⴰⵏ ⵉⴱⵍⵓⵍⵍⵉⵏ.
"There is evidence that Mars had a warmer and wetter past: dried-up riverbeds, polar ice caps, volcanoes, and minerals that form in the presence of water have all been found.","ⵍⵍⴰⵏ ⵡⴰⵏⵥⵉⵡⵏ ⵏ ⵡⵉⵙⵙ ⵉⵍⵍⴰ ⵓⵎⵣⵔⵓⵢ ⵉⵔⵖⴰⵏ ⴷ ⵉⵍⴳⴳⴰⵖⵏ ⵡⴰⵍⴰ ⵖⵓⵔ ⵓⵎⵣⵓⵢⵖ, ⵜⵜⵓⵢⴰⴼⴰⵏ ⵉⵙⴰⴼⴼⵏ ⵉⵇⵇⵓⵕⵏ ⴷ ⵉⵍⵇⵣⴰⵏ ⵏ ⵓⴳⵔⵉⵙ ⴰⵙⴼⴰⵢⵍⵓ, ⴷ ⵉⴽⵙⵡⴰⵔⵏ ⴷ ⵉⵣⵓⵖⴰⵔ ⵉⵜⵜⵓⵙⴽⴰⵔⵏ ⵉⴳ ⵍⵍⴰⵏ ⵡⴰⵎⴰⵏ."
The vapor could have been produced by ice volcanoes or by ice near the surface sublimating (transforming from solid to gas).,ⵉⵖⵢ ⴰⴷ ⵉⵜⵜⵓⵙⴽⵔ ⵓⵔⴰⴳⴳⵓ ⵙⴳ ⵉⴽⵙⵡⴰⵔⵏ ⵏ ⵓⴳⵔⵉⵙ ⵏⵖⴷ ⵙ ⵜⴱⵔⵉⴷⵜ ⵏ ⵓⵖⵍⵍⴰⵢ ⵏ ⵓⴳⵔⵉⵙ ⵜⴰⵎⴰ ⵏ ⵓⴽⴼⴰⴼ (ⴷⴰ ⵉⵜⵜⵓⵙⵏⴼⴰⵍ ⵙⴳ ⵜⴰⵖⴰⵔⵜ ⵖⵔ ⵍⴳⴰⵣ).
It is also possible that Europa could support aerobic macrofauna using oxygen created by cosmic rays impacting its surface ice.,ⵉⵖⵢ ⴰⵡⴷ ⴰⴷ ⵜⴰⵡⵙ ⵓⵔⵓⴱⴱⴰ ⵉⵎⵓⴷⴰⵔ ⵉⵅⴰⵜⴰⵔⵏ ⵏ ⵓⵣⵡⵓ ⵙ ⵓⵙⵙⵎⵔⵙ ⵏ ⵓⴽⵙⵉⵊⵉⵏ ⵏⵏⴰ ⴷ ⴰⴽⴽⴰⵏ ⵉⵣⵏⵥⴰⵕ ⵉⵖⵣⵡⴰⵔⵏ ⵏⵏⴰ ⵉⵙⴼⵙⴰⵢⵏ ⴰⴳⵔⵉⵙ ⴰⴽⴼⴰⴼ.
"""On 11 December 2013, NASA reported the detection of """"clay-like minerals"""" (specifically, phyllosilicates), often associated with organic materials, on the icy crust of Europa.""","ⴳ 11 ⴷⵓⵊⴰⵏⴱⵉⵔ 2013, “ⵜⵏⵏⴰ ⵜⵙⵏⵓⵔⴰⵢⵜ ⵏ ⵏⴰⵣⴰ ⵎⴰⵙⴷ ⵜⵓⴼⴰ ⵉⵣⵓⵖⴰⵔ ⵢⴰⵖⵏ ⴳ ⵡⴰⵍⵓⴹ (ⵙ ⵓⵥⵍⴰⵢ phyllosilicates), ⵇⴰⴷ ⵡⴰⵍⴰ ⵜⵙⵍⵖ ⵙ ⵜⴰⵏⴳⵉⵡⵉⵏ ⵜⵉⵏⴳⵎⴰⵡⵉⵏ ⵖⴼ ⵜⵇⵛⵕⵜ ⵏ ⵓⴳⵔⵉⵙ ⵏ ⵓⵕⵓⴱⴱⴰ."
Some claim to have identified evidence that microbial life has existed on Mars.,ⴷⴰ ⵜⵜⵉⵏⵉⵏ ⵉⴷⵙ ⵎⴰⵙ ⴷ ⵉⵙ ⵓⴼⴰⵏ ⴰⵏⵥⵉⵡⵏ ⵏ ⵉⵙ ⵜⵍⵍⴰ ⵜⵓⴷⵔⵜ ⵜⴰⵎⵉⴽⵔⵓⴱⵉⵜ ⴳ ⵓⵎⵣⵓⵢⵖ.
"In 1996, a controversial report stated that structures resembling nanobacteria were discovered in a meteorite, ALH84001, formed of rock ejected from Mars.","ⴳ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 1996 ⵉⵏⵏⴰ ⵢⴰⵏ ⵓⵏⵇⵇⵉⵙ ⵖⴼ ⵉⵍⵍⴰ ⵓⵎⵔⴰⵔⴰ ⵏ ⵡⴰⵡⴰⵍ ⵎⴰⵙⴷ ⵢⵓⴼⴰ ⵜⴰⵏⵖⵉⵡⵉⵏ ⵢⴰⵖⵏ ⴳ ⵍⴱⴰⴽⵜⵉⵔⵢⴰ ⵏⴰⵏⴰⵡⵢⴰ ⴳ ⵏⴰⵢⵣⴰⴽ ALH84001, ⴳ ⵍⵍⴰⵏ ⵉⵥⵕⴰⵏ ⴷ ⵉⵜⵜⵓⴳⵔⵏ ⵙⴳ ⵓⵎⵣⵓⵢⵖ."
"NASA officials soon distanced NASA from the scientists' claims, and Stoker herself backed off from her initial assertions.","ⵉⵏⴱⴷⴰⴷⵏ ⵏ ⵏⴰⵣⴰ ⴷ ⵜⵙⵏⵓⵔⴰⵢⵜ ⵏ ⵏⴰⵣⴰ; ⵄⵔⵇⵏⴻⵏ ⴰⵢⵏⵏⴰ ⵜⵜⵉⵏⵉⵏ ⵉⵎⵓⵙⵏⴰⵡⵏ, ⵜⵓⵖⵓⵍ ⵙⵜⵓⴽⵔ ⴰⵡⴷ ⵏⵜⵜⴰ ⵖⴼ ⵉⵙⴷⴷⵉⴷⵏ ⵏⵏⵙ."
It is designed to assess the past and present habitability on Mars using a variety of scientific instruments.,"ⵉⵜⵜⵓⵀⵢⵢⴰ ⵖⴼ ⵓⵣⵣⵔⴰⵢ ⵏ ⵓⵣⵎⵔ ⵏ ⵜⵓⴷⵔⵜ ⴳ ⵓⵎⵣⵓⵢⵖ ⴳⵔ ⵡⴰⵙⵏⴰⴹⵜ ⴷ ⵡⴰⵙⵙⴰ, ⵙ ⵓⵙⵙⵎⵔⵙ ⵏ ⵜⵔⴰⴱⴱⵓⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ ⵏ ⵉⵎⴰⵙⵙⵏ ⵉⵎⴰⵙⵙⴰⵏ."
"However, significant advances in the ability to find and resolve light from smaller rocky worlds near their stars are necessary before such spectroscopic methods can be used to analyze extrasolar planets.","ⵡⴰⵅⵅⴰ ⵀⴰⴽⴽⴰⴽ, ⴰⵣⵣⵉⴳⵣ ⵉⵎⵖⴰⵔⵏ ⴳ ⵜⵣⵎⵔⵜ ⵏ ⵢⵉⴼ ⴷ ⵓⴼⵙⵙⴰⵢ ⵏ ⵓⵙⵉⴷⴷ ⴳ ⵉⵎⴰⴹⴰⵍⵏ ⵉⵥⵕⴰⵏ ⵉⵎⵥⵥⴰⵏ ⵜⴰⵎⴰⵏ ⵉⵜⵔⴰⵏ ⵏⵏⵙ, ⵉⵇⵏⴻⵏ ⴷⴰⵜ ⵏ ⵓⵙⵙⵎⵔⵙ ⵏ ⵡⴰⵎⵎⴰⴽⵏ ⵏ ⵉⵣⵏⵥⴰⵕ ⵎⴰⵔ ⴰⴷ ⵏⴼⴰⵔⵙ ⵉⵜⵔⴰⵏ ⴱⵕⵕⴰ ⵏ ⵜⵔⴰⴱⴱⵓⵜ ⵏ ⵜⴰⴼⵓⵢⵜ."
"In August 2011, findings by NASA, based on studies of meteorites found on Earth, suggest DNA and RNA components (adenine, guanine and related organic molecules), building blocks for life as we know it, may be formed extraterrestrially in outer space.","ⴳ ⵖⵓⵛⵜ 2011, ⵏⵏⴰⵏⵜ ⵜⵢⴰⴼⵓⵜⵉⵏ ⵏⵏⴰ ⴷ ⵉⴳⵓⵍⴰⵏ ⵜⴰⵙⵏⵓⵔⴰⵢⵜ ⵏ ⵏⴰⵥⴰ, ⵙⴳ ⵜⵣⵔⴰⵡⵉⵏ ⵏ ⵏⴰⵢⴰⵥⵉⴽ ⵉⵍⵍⴰⵏ ⴳ ⵡⴰⴽⴰⵍ, ⵖⵔ ⵉⴼⵕⴹⵉⵚⵏ ⵏ DNA ⴷ RNA (ⴰⴷⵉⵏⵉⵏ, ⴳⴰⵏⵉⵏ ⴷ ⵉⴳⵣⵣⵓⵎⵏ ⵉⵍⴰⵏ ⵜⴰⵣⵍⵖⴰ), ⵉⴼⴳⴳⴰⴳⵏ ⵉⴷⵙⵍⴰⵏ ⵏ ⵜⵓⴷⵔⵜ ⵉⵎⴽ ⵜⵜ ⵏⵙⵙⵏ, ⵜⵖⵢ ⴰⴷ ⵜⵉⵍⵉ ⴱⵕⵕⴰ ⵏ ⵡⴰⴽⴰⵍ ⴳ ⵢⵉⴳⵏⵏⴰ."
"In August 2012, and in a world first, astronomers at Copenhagen University reported the detection of a specific sugar molecule, glycolaldehyde, in a distant star system.","ⴳ ⵖⵓⵛⵜ 2012, ⴳ ⵜⵉⴽⵍⵜ ⵜⴰⵎⵣⵡⴰⵔⵓⵜ ⴳ ⵓⵎⴰⴹⴰⵍ, ⵏⵏⴰⵏ ⵉⵎⵓⵙⵏⴰⵡⵏ ⵏ ⵜⵓⵙⵙⵏⵉⵜⵔⴰⵏ ⴳ ⴽⵓⴱⵏⵀⴰⴳⵏ ⵎⴰⵙⴷ ⵓⴼⴰⵏ ⵉⵎⵉⴽ ⵏ ⵙⴽⴽⴰⵔ ⴳⵍⵉⴽⵓⵍⴰⵍⴷⵀⵉⴷ ⴳ ⵓⵏⴳⵔⴰⵡ ⵏ ⵉⵜⵔⴰⵏ ⵏⵏ ⵉⵄⵕⵇⵏ."
"The Kepler space telescope has also detected a few thousand candidate planets, of which about 11% may be false positives.","ⵢⴰⴼ ⴰⵡⴷ ⵜⵉⵍⵉⵙⴽⵓⴱ ⴽⵉⴱⵍⵔ ⴰⵙⵜⵓⵎ ⵉⵜⵙⵏ ⵢⵉⴼⴹⵏ ⵏ ⵜⵣⵡⵉⵏⵏⵉⵜⵉⵏ ⵜⵉⵎⵏⴽⴰⴷⵉⵏ, ⵉⵖⵉⵏ ⴰⴷ ⵜⴳ ⵣⵓⵏⴷ 11% ⴷⵉⴽⵙ ⵓⵎⵏⵉⴳⵏ ⵉⵣⴳⵍⵏ."
"The most massive planet listed on the NASA Exoplanet Archive is DENIS-P J082303.1-491201 b, about 29 times the mass of Jupiter, although according to most definitions of a planet, it is too massive to be a planet and may be a brown dwarf instead.","ⵜⴰⵣⵡⵉⵏⵏⵉⵜ ⵎⵇⵇⵓⵕⵏ ⵉⵍⵍⴰⵏ ⴳ ⵓⵢⴷⴷⴰ ⵏ ⵏⴰⵥⴰ, ⴱⵕⵕⴰ ⵏ ⵜⵔⴰⴱⴱⵓⵜ ⵏ ⵜⴰⴼⵓⵢⵜ ⵉⴳⴰ ⵜ DENIS-P J082303.1-491201 b, ⴰⵜⵜⴰⵢⵏ ⵏ 29 ⴰⵢⵓⴳⴰⵏ ⵏ ⵜⴰⴳⵓⴷⵉⵜ ⵏ ⵜⵣⵡⵉⵏⵏⵉⵜ ⵏ ⵍⵎⵓⵛⵜⴰⵔⵉ, ⵡⴰⵅⵅⴰ ⵍⵍⴰⵏ ⵉⵙⵉⵙⵙⵏ ⵏ ⵜⵣⵡⵉⵏⵏⵉⵜ, ⵏⵜⵜⴰ ⵉⵎⵇⵇⵓⵕ ⴽⵉⴳⴰⵏ ⴰⴳ ⵓⵔ ⵉⵖⵉⵢ ⴰⴷ ⵉⴳ ⵜⵉⵣⵡⵉⵏⵏⵉⵜ ⴷ ⵉⵖⵢ ⴰⴷ ⵉⴳ ⵜⵉⵣⵡⵉⵏⵏⵉⵜ ⴰⵎⵏⵉⵡⴰⵢ ⵉ ⵎⴰⵏⴰⵢⴰ."
"One sign that a planet probably already contains life is the presence of an atmosphere with significant amounts of oxygen, since that gas is highly reactive and generally would not last long without constant replenishment.","ⵢⴰⵜ ⴳ ⵜⵎⵉⵜⴰⵔ ⵏⵏⴰ ⵉⵙⵏⵄⴰⵜⵏ ⵖⵔ ⵜⵣⵡⵉⵏⵏⵉⵜ ⵉⵖⵢ ⵉⵙ ⴷⵉⴽⵙ ⵏⵏⵉⴽ ⵜⵓⴷⵔⵜ; ⵉⴳⴰ ⵜ ⵢⵉⵍⵉ ⵏ ⵜⴳⵏⵉⵡⵜ ⴳ ⵍⵍⴰⵏ ⵉⴳⵓⴷⵉⵢⵏ ⵉⵅⴰⵜⴰⵔⵏ ⵏ ⵓⴽⵙⵉⵊⵉⵏ, ⴰⵛⴽⵓ ⵍⴳⴰⵣ ⴰⴷ ⵉⵜⵎⵔⴰⵔ ⴰⵟⵟⴰⵚ ⴷ ⵓⵔ ⵉⵏⵏⵉ ⴰⴷ ⵉⵣⴷⵉ ⵙ ⵓⵎⴰⵜⴰ ⴳ ⵜⵉⵣⵉ ⵜⴰⵖⵣⵣⴰⴼⵜ ⴱⵍⴰ ⴰⵙⵎⴰⵢⵏⵓ ⴰⵎⴹⴼⴰⵕ."
"Even if it is assumed that only one out of a billion of these stars has planets supporting life, there would be some 6.25 billion life-supporting planetary systems in the observable universe.","ⵎⴽ ⴰⴽⴽⵯ ⵏⴻⵏⵏⴰ ⵉⵙ ⴷ ⵢⴰⵏ ⴷⴰⵢ ⴳ ⴽⵓ ⵉⴼⴹⵉⴳⵏⴷⴰⴷ ⵏ ⵉⵜⵔⴰⵏ ⵖⵓⵔⵙ ⵜⵉⵣⵡⵉⵏⵏⵉⵜⵉⵏ ⵉⵜⵜⴰⵡⵙⵏ ⵜⵓⴷⵔ, ⵇⴰⴷ ⵢⵉⵍⵉ ⵡⴰⵜⵜⴰⵢⵏ ⵏ 6.25 ⵏ ⵉⴼⴹⵉⴳⵏⴷⴰⴷ ⴰⵏⴳⵔⴰⵡ ⵏ ⵜⵣⵡⵉⵏⵏⵉⵜ ⴰⵎⵢⵉⵡⴰⵙ ⵉ ⵜⵓⴷⵔⵜ ⴳ ⵉⵖⵣⵡⵔ ⵉⵜⵢⴰⵏⵏⴰⵢⵏ."
The earliest recorded assertion of extraterrestrial human life is found in ancient scriptures of Jainism.,ⵜⵢⴰⴼⴰ ⵓⵣⵎⵎⴻⵣ ⵉⵡⵔⵏ ⵏ ⵜⵓⴷⵔⵜ ⵜⴰⵏⴰⴼⴳⴰⵏⵜ ⴱⵕⵕⴰ ⵏ ⵉⵣⵡⵉⵏⵏⵉ ⵏ ⵡⴰⴽⴰⵍ ⴳ ⵉⴷⵍⵉⵙⵏ ⵉⴼⵓⵣⴰⵔⵏ ⵉⵣⴰⵢⴽⵓⵜⵏ ⵏ ⵊⴰⵢⵏⵉⵣⵎ.
Medieval Muslim writers like Fakhr al-Din al-Razi and Muhammad al-Baqir supported cosmic pluralism on the basis of the Qur'an.,ⵎⵙⴰⵙⴰⵏ ⵉⵎⴰⵔⴰⵜⵏ ⵉⵏⵙⵍⵎⵏ ⴳ ⵉⵙⴰⵜⵓⵜⵏ ⵉⵏⴰⵎⵎⴰⵙⵏ ⵣⵓⵏⴷ ⴼⴰⵅⵔ ⴷⴷⵉⵏ ⵕⵕⴰⵣⵉ ⴷ ⵎⵓⵃⵎⵎⴰⴷ ⵍⴱⴰⵇⵕ; ⵜⵉⴳⴳⵉⴷⵉⵜ ⵏ ⵉⵣⵡⵉⵏⵏⵉⵜⵏ ⵖⴼ ⵓⵙⴰⵍⴰ ⵏ ⵍⵇⵕⴰⵏ.
"Once it became clear that Earth was merely one planet amongst countless bodies in the universe, the theory of extraterrestrial life started to become a topic in the scientific community.","ⵙⴳ ⵡⴰⴷⴷⴰⵢ ⵉⵜⵢⴰⴽⵣ ⵉⵙ ⵉⴳⴰ ⵡⴰⴽⴰⵍ ⵖⴰⵙ ⵢⴰⵏ ⵉⵣⵡⵉⵏⵏⵉ ⴳ ⴽⵉⴳⴰⵏ ⵏ ⵜⵉⵣⵣⵉⵜⵉⵏ ⴳ ⵉⵖⵣⵡⵔ, ⵜⵜⵓⵙⵏⵜⴰⵢ ⵜⵎⴰⴳⵓⵏⵜ ⵏ ⵜⵓⴷⵔⵜ ⴱⵕⵕⴰ ⵏ ⵡⴰⴽⴰⵍ ⵎⴰⵔ ⴰⴷ ⵜⴳ ⴰⵙⵏⵜⵍ ⴳ ⵓⵖⵔⴼ ⴰⵎⴰⵙⵙⴰⵏ."
The possibility of extraterrestrials remained a widespread speculation as scientific discovery accelerated.,"ⵜⵇⵉⵎⴰ ⵜⵣⵎⵔⵜ ⵏ ⵜⵉⵍⵉⵜ ⵏ ⵉⵎⵖⵏⴰⵡⵏ ⴱⵕⵕⴰ ⵏ ⵡⴰⴽⴰⵍ, ⵜⴳⴰ ⵖⴰⵙ ⵉⴳⵣⵣⵉⵏ ⴳ ⵓⴼⵓⵖⴰⵍ ⴰⵎⵉⵔⴰⵡ ⴰⴽⴷ ⵓⵙⵔⴱⵢ ⵏ ⵢⵉⴼ ⴰⵎⴰⵙⵙⴰⵏ."
"The idea of life on Mars led British writer H. G. Wells to write the novel The War of the Worlds in 1897, telling of an invasion by aliens from Mars who were fleeing the planet's desiccation.","ⵜⴰⵡⵏⴳⵉⵎⵜ ⵏ ⵜⵓⴷⵔⵜ ⴳ ⵓⵎⵣⵓⵢⵖ ⵏ ⵓⵎⴰⵔⴰ ⴰⴱⵔⵉⵟⴰⵏⵉ ⵉⵜⵛ ⵊⵉ ⵡⵉⵍⵣ ⵖⵔ ⵜⵉⵔⵔⴰ ⵏ ⵡⵓⵏⴳⴰⵍ ⵏ ⵉⵎⵏⵖⵉ ⵏ ⵉⵎⵓⵙⵏⴰⵡⵏ ⴳ ⵓⵙⴳⴳⵯⴰⵙ ⵏ 1897, ⵉⵙⴰⵡⴰⵍⵏ ⵖⴼ ⵡⴰⵣⵣⴰⵖ ⵏ ⵉⴱⵕⵕⴰⵏⵉⵢⵏ ⵙⴳ ⵓⵎⵣⵓⵢⵖ ⵏⵏⴰ ⴷ ⵉⵔⵓⵍⵏ ⵉ ⵜⴰⵖⴰⵔⵜ ⵏ ⵜⵣⵡⵉⵏⵏⵉⵜ ⴰⴷ."
"""Belief in extraterrestrial beings continues to be voiced in pseudoscience, conspiracy theories, and popular folklore, notably """"Area 51"""" and legends.""","ⵉⵙⵙⴰⴷⴰ ⵓⵙⵉⵡⵍ ⵖⴼ ⵓⴼⴼⵓⵍⵙ ⵙ ⵉⵎⵖⵏⴰⵡⵏ ⵏ ⴱⵕⵕⴰ ⵏ ⵡⴰⴽⴰⵍ ⴳ ⵜⵓⵙⵙⵏⴰ ⵏ ⵄⵏⵡⴰ, ⴷ ⵜⴰⵎⵓⴳⵓⵏⵉⵏ ⵏ ⵓⵏⴳⵓⵣ, ⴷ ⵍⴼⵓⵍⴽⵍⵓⵕ ⴰⴳⴷⵓⴷⴰⵏ, ⵏⵓⵎⴰⵔ ⵜⴰⵙⴳⴰ 51, ⴷ ⵓⵎⵉⵢ."
Ward and Brownlee are open to the idea of evolution on other planets that is not based on essential Earth-like characteristics (such as DNA and carbon).,ⵡⴰⵔⴷ ⴷ ⴱⵔⵓⵡⵏⵍⵉ ⵔⵣⵎⵏ ⵖⴼ ⵜⵡⵏⴳⵉⵎⵜ ⵏ ⵓⵙⴱⵓⵖⵍⵓ ⵖⴼ ⵜⵣⵡⵉⵏⵏⵉⵜⵉⵏ ⵢⴰⴹⵏ ⵏⵏⴰ ⵓⵔ ⵉⴱⴷⴷⵉⵏ ⵖⴼ ⵉⵎⵥⵍⴰⵢⵏ ⵉⴷⵙⵍⴰⵏ ⵢⴰⵖⵏ ⴳ ⵡⴰⴽⴰⵍ (ⵣⵓⵏⴷ DNA ⴷ ⴽⴰⵕⴱⵓⵏ).
"""If aliens visit us, the outcome would be much as when Columbus landed in America, which didn't turn out well for the Native Americans"""", he said.""","ⵉⵏⵏⴰ “ⵉⴳⵏⵏ ⵖⵓⵔⵏⵖ ⴽⴽⴰⵏ ⵉⴱⵕⵕⴰⵏⵉⵢⵏ, ⵇⴰⴷ ⵜⴳ ⵜⵢⴰⴼⵓⵜ ⵣⵓⵏⴷ ⵉⵎⴽⵉⵍⵍⵉ ⴳ ⵏⵏ ⵉⴳⵣ ⴽⵓⵍⵓⵎⴱⵓⵙ ⴳ ⴰⵎⵔⵉⴽⴰ, ⴷ ⴰⵢⴰ ⴰⵢⴷ ⵓⵔ ⵉⵃⵍⵉⵏ ⵉ ⵉⵎⵉⵔⵉⴽⴰⵏⵉⵢⵏ ⴰⵥⵖⵓⵕⴰⵏ."
COSPAR also provides guidelines for planetary protection.,ⴷⴰ ⵜⴳⴳⴰ ⴰⵡⴷ ⴽⵓⵙⴱⴰⵔ ⵉⵙⵉⵙⴼⵉⵡⵏ ⵏ ⵓⴼⵔⴰⴳ ⵏ ⵜⵣⵡⵉⵏⵏⵉⵜ.
"""Also, according to the response, there is """"no credible information to suggest that any evidence is being hidden from the public's eye.""""""","ⴰⵡⴷ, ⴳ ⵓⵎⵔⴰⵔⴰ ⵓⵔ ⵍⵍⵉⵏ ⵉⵏⵖⵎⵉⵙⵏ ⵉⵣⵣⴳⴰⵏ, ⵉⵙⵏⵄⴰⵜⵏ ⵜⵓⴼⵓⵔⵜ ⴽⴰ ⵉⴳⴰⵜ ⴰⵏⵥⴰ ⵏⵉⵍ ⵡⴰⵍⵏ ⵏ ⵓⴳⴷⵓⴷ."
Top: Light sources of different magnitudes.,"ⴳ ⵓⴼⵍⵍⴰ, ⵉⵙⵓⴳⴰⵎ ⵏ ⵓⵙⵉⴷⴷ ⵉⵙⴳⵯⵔ ⵉⵎⵣⴰⵔⴰⵢⵏ."
"Comet Borrelly, the colors show its brightness over the range of three orders of magnitude (right).","ⴽⵓⵎⵉⵜ ⴱⵓⵔⵍⵉ, ⴷⴰ ⵙⴱⴰⵢⴰⵏ ⵉⴽⵯⵍⴰⵏ ⴰⵙⴰⴼⵓ ⵏⵏⵙⵏ ⵖⴼ ⴽⵔⴰⴹ ⵡⴰⵏⴰⴹⵏ ⴳ ⵓⴽⵙⴰⵢ (ⴰⵢⴼⴼⴰⵙ)."
"The scale is logarithmic and defined such that each step of one magnitude changes the brightness by a factor of the fifth root of 100, or approximately 2.512.","ⴰⵎⵙⵖⴰⵍ ⵍⵓⴳⴰⵔⵉⵜⵎ ⴷ ⵓⵎⵥⵍⴰⵢ ⴰⵛⴽⵓ ⵉⵙⵙⵏⴼⴰⵍ ⴽⵓ ⵜⴰⵙⵓⵔⵉⴼⵜ ⵙ ⵓⴽⵙⴰⵢ ⵏ ⵢⴰⵏ ⵓⵙⴰⴼⵓ ⵙ ⵓⵎⵡⵓⵔⵉ ⵙⴳ ⵓⵥⵓⵕ ⵡⵉⵙⵙ ⵙⵎⵎⵓⵙ ⵉ 100, ⵏⵖⴷ ⴰⵜⵜⴰⵢⵏ ⵏ 2.512."
Astronomers use two different definitions of magnitude: apparent magnitude and absolute magnitude.,"ⴷⴰ ⵙⵙⵎⵔⴰⵙⵏ ⵉⵎⵓⵙⵏⴰⵡⵏ ⵏ ⵜⵓⵙⵙⵉⵜⵔⴰⵏ ⵙⵉⵏ ⵉⵙⵉⵙⵙⵏ ⵉⵎⵣⴰⵔⴰⵢⵏ ⴳ ⵓⴽⵙⴰⵢ: ⴰⵙⴳⵯⵔ ⵏ ⵜⵓⵎⴰⵏⵜ, ⴷ ⵓⴽⵙⴰⵢ ⵓⵔ ⵉⵍⵉⵏ ⴰⴽⴰⵔⵉⴼ."
"The absolute magnitude describes the intrinsic luminosity emitted by an object and is defined to be equal to the apparent magnitude that the object would have if it were placed at a certain distance from Earth, 10 parsecs for stars.","ⵉⵙⵏⵓⵎⵎⵓⵍ ⴰⴽⵙⴰⵢ ⵉⵍⴰⵏ ⴰⵙⴼⵍⵉⵍⵍⵢ ⵏ ⵓⴳⵏⵙ ⵏⵏⴰ ⴷ ⵉⴽⴽⴰⵏ ⴽⴰⵏ ⵜⴼⴽⴽⴰ, ⴷ ⴰⵔ ⵉⵜⵜⵓⵙⵉⵙⵙⵏ ⵉⵙ ⵉⴳⴰ ⵣⵓⵏⴷ ⴰⴽⵙⴰⵢ ⵉⵜⵢⴰⵏⵏⴰⵢⵏ, ⵏⵏⴰ ⵙ ⵉⵖⵢ ⴰⴷ ⵜⵜ ⵉⴳ ⵓⴼⴽⴽⴰ ⵉⴳ ⵉⵜⵜⵓⵙⵔⵙ ⵖⴼ ⴽⴰⵏ ⵓⵙⵜⵓⵎ ⴳ ⵡⴰⴽⴰⵍ, 10 ⴼⵔⵙⴽ ⵏ ⵉⵜⵔⴰⵏ."
The development of the telescope showed that these large sizes were illusory—stars appeared much smaller through the telescope.,ⵉⵙⴱⴰⵢⵏⴷ ⵓⵙⴱⵓⵖⵍⵓ ⵏ ⵜⵉⵍⵉⵙⴽⵓⴱ ⵉⴷ ⵉⴽⵙⴰⵢⵏ ⴰⴷ ⵉⵅⴰⵜⴰⵔⵏ ⵏ ⵜⴽⵏⴷⴰⵡⵜ-ⴰⴳⴷ ⴱⴰⵢⵏ ⵉⵜⵔⴰⵏ ⵎⵥⵥⵉⵢⵏ ⵙⴳ ⵜⵉⵍⵉⵙⴽⵓⴱ.
"The more negative the value, the brighter the object.",ⴽⵓ ⵉⴳ ⵉⵜⵜⵓⵔⵏⵓ ⵡⴰⵜⵉⴳ ⵓⵣⴷⵉⵔ ⴷⴰ ⵜⵜⵓⵔⵏⵓ ⵓⵙⵙⵉⴷ ⵏ ⵓⵎⵖⵏⴰⵡ.
"Stars that have magnitudes between 1.5 and 2.5 are called second-magnitude; there are some 20 stars brighter than 1.5, which are first-magnitude stars (see the list of brightest stars).","ⵉⵜⵔⴰⵏ ⵎⵉⵏ ⵜⴳⵓⵍⴰ ⵜⵣⵎⵔⵜ ⵏⵏⵙⵏ ⴳⵔ 1.5 ⴷ 2.5 ⵉⵙⵎ ⵏⵏⵙ ⵜⴰⵙⴽⴼⵍⵜ ⵜⵉⵙⵙ ⵙⵏⴰⵜ, ⵍⵍⴰⵏ ⵡⴰⵜⵜⴰⵢⵏ ⵏ 20 ⵏ ⵉⵜⵔⵉ ⵉⴽⴽⴰⵏ ⵏⵏⵉⴳ 1.5 ⴳ ⵓⵙⵉⴷⴷ, ⴳⴰⵏ ⵉⵜⵔⴰⵏ ⵙⴳ ⵜⵙⴽⴼⵍⵜ ⵜⴰⵎⵣⵡⴰⵔⵓⵜ ( ⵥⵕ ⵜⴰⵍⴳⴰⵎⵜ ⵏ ⵉⵜⵔⴰⵏ ⵡⴰⵍⴰ ⵉⵙⵙⵓⴷⴷⴰⵏ)."
Absolute magnitudes for solar system objects are frequently quoted based on a distance of 1 AU.,ⴷⴰⴷ ⵡⴰⵍⴰ ⵜⵢⴰⵙⴰⵢⵏ ⵉⵙⴳⵯⴰⵔⵏ ⵓⵔ ⵉⵍⵉⵏ ⵉⴽⴰⵔⵉⴼⵏ ⵉ ⵜⴰⵣⵣⵉⵜⵉⵏ ⵏ ⵓⵙⴳⵔⴰⵡ ⵏ ⵜⴰⴼⵓⵢⵜ ⵙ ⵓⵙⴽⴰⵏ ⵖⴼ ⵓⵙⵜⵓⵎ 1 AU.
